Flag[P] (PUSH),Flag[S] (SYN),Flag[.] (ACK),Nombre total de trames,Nombre de requêtes,Nombre de réponses,Nombre de séquences,Nombre d'acquittements,Nombre de fenêtres
1673,2046,6961,11016,42,42,8201,8768,10766
